,id,name,address,crossStreet,lat,lng,postalCode,cc,city,state,country,category_id,category_name,venuePage,neighborhood
99,4ad767ecf964a520190a21e3,Market Street,6100 Eldorado Pkwy,,33.17525730000001,-96.69561840000001,75070,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
100,4b5b526ef964a52077f428e3,Kroger,1707 W University Dr,N Central Exwy,33.215559992816445,-96.63288028570605,75069,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
101,4b0716dcf964a52004f722e3,Kroger,2901 Lake Forest Dr,at Eldorado Pkwy,33.1746451,-96.6817991,75072,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
102,4b6748bcf964a520cc452be3,Tom Thumb,6800 W Virginia Pkwy,,33.2005201,-96.7065532,75071,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,Stonebridge Ranch
103,4baf8f1bf964a520910a3ce3,Walmart Supercenter,2041 N Redbud Blvd,,33.22180287550949,-96.62999963436405,75069,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
104,4bc0eb8a74a9a593e6f7d0f6,Albertsons,3001 S Central Expy,at W Eldorado Pkwy,33.170768,-96.63692,75070,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
105,5a0bee17e075502aad0d1421,Walmart Garden Center,2041 N Redbud Blvd,,33.222075,-96.629963,75069,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
106,4b09b550f964a520211c23e3,Walmart Supercenter,1721 N Custer Rd,,33.21637770810687,-96.73530529626632,75071,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
107,5a0cae633d479150f48adff2,Walmart Garden Center,1721 N Custer Rd,,33.216703,-96.735578,75071,US,McKinney,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
108,584397166c682b44fa934243,Walmart Supercenter,521 S Central Expy,W White St.,33.347921408840996,-96.58253174650844,75409,US,Anna,TX,United States,52f2ab2ebcbc57f1066b8b46,Supermarket,,
